 0.015375      18.0217 
 0.030375      16.0217 
 0.030375      15.0217 
 0.046375      13.0217 
 0.046375      13.0217 
 0.062375      11.0217 
 0.062375      9.02174 
 0.077375      7.02174 
 0.077375      6.02174 
 0.093375      4.02174 
 0.093375      3.02174 
 0.109375      1.02174 
 0.109375      1.02174 
 0.124375     -1.97826 
 0.124375     -3.97826 
 0.140375     -4.97826 
 0.140375     -6.97826 
 0.155375     -7.97826 
 0.155375     -8.97826 
 0.171375     -9.97826 
 0.171375     -11.9783 
 0.187375     -13.9783 
 0.187375     -15.9783 
 0.202375     -16.9783 
 0.202375     -17.9783 
 0.218375     -18.9783 
 0.218375     -20.9783 
 0.234375     -21.9783 
 0.234375     -23.9783 
 0.249375     -25.9783 
 0.249375     -25.9783 
 0.265375     -27.9783 
 0.265375     -29.9783 
 0.280375     -29.9783 
 0.280375     -31.9783 
 0.296375     -32.9783 
 0.296375     -34.9783 
 0.312375     -35.9783 
 0.312375     -36.9783 
 0.327375     -37.9783 
 0.327375     -39.9783 
 0.343375     -41.9783 
 0.343375     -41.9783 
 0.359375     -42.9783 
 0.374375     -43.9783 
 0.374375     -44.9783 
 0.390375     -46.9783 
 0.390375     -48.9783 
 0.390375     -48.9783 
 0.405375     -49.9783 
 0.421375     -49.9783 
 0.421375     -50.9783 
 0.437375     -51.9783 
 0.437375     -52.9783 
 0.452375     -53.9783 
 0.452375     -55.9783 
 0.468375     -55.9783 
 0.468375     -55.9783 
 0.484375     -56.9783 
 0.484375     -57.9783 
 0.499375     -58.9783 
 0.499375     -58.9783 
 0.515375     -59.9783 
 0.515375     -59.9783 
 0.530375     -60.9783 
 0.530375     -60.9783 
 0.546375     -61.9783 
 0.546375     -62.9783 
 0.562375     -62.9783 
 0.562375     -62.9783 
 0.577375     -63.9783 
 0.577375     -63.9783 
 0.593375     -61.9783 
 0.593375     -64.9783 
 0.609375     -64.9783 
 0.609375     -64.9783 
 0.624375     -64.9783 
 0.624375     -64.9783 
 0.640375     -64.9783 
 0.640375     -64.9783 
 0.655375     -65.9783 
 0.655375     -65.9783 
 0.671375     -65.9783 
 0.671375     -64.9783 
 0.687375     -64.9783 
 0.687375     -64.9783 
 0.702375     -65.9783 
 0.702375     -64.9783 
 0.718375     -64.9783 
 0.718375     -64.9783 
 0.734375     -64.9783 
 0.749375     -63.9783 
 0.749375     -63.9783 
 0.765375     -63.9783 
 0.765375     -62.9783 
 0.780375     -62.9783 
 0.780375     -61.9783 
 0.796375     -62.9783 
 0.796375     -60.9783 
 0.812375     -60.9783 
 0.812375     -59.9783 
 0.827375     -59.9783 
 0.827375     -58.9783 
 0.843375     -58.9783 
 0.843375     -57.9783 
 0.859375     -56.9783 
 0.859375     -56.9783 
 0.874375     -53.9783 
 0.874375     -55.9783 
 0.890375     -53.9783 
 0.890375     -52.9783 
 0.905375     -52.9783 
 0.905375     -51.9783 
 0.921375     -50.9783 
 0.921375     -49.9783 
 0.937375     -48.9783 
 0.937375     -47.9783 
 0.952375     -46.9783 
 0.952375     -45.9783 
 0.968375     -44.9783 
 0.968375     -43.9783 
 0.984375     -42.9783 
 0.984375     -38.9783 
 0.999375     -40.9783 
 0.999375     -38.9783 
 1.01537      -37.9783 
 1.01537      -36.9783 
 1.03038      -35.9783 
 1.04638      -33.9783 
 1.04638      -32.9783 
 1.06238      -31.9783 
 1.06238      -29.9783 
 1.06238      -29.9783 
 1.07738      -27.9783 
 1.09338      -26.9783 
 1.09338      -24.9783 
 1.10938      -23.9783 
 1.10938      -21.9783 
 1.12437      -20.9783 
 1.12437      -19.9783 
 1.14037      -18.9783 
 1.14037      -17.9783 
 1.15538      -15.9783 
 1.15538      -14.9783 
 1.17138      -12.9783 
 1.17138      -11.9783 
 1.18738      -9.97826 
 1.18738      -9.97826 
 1.20238      -6.97826 
 1.20238      -5.97826 
 1.21838      -3.97826 
 1.21838      -2.97826 
 1.23438       0.0217438 
 1.23438      -0.978256 
 1.24937       1.02174 
 1.24937       3.02174 
 1.26537       4.02174 
 1.26537       6.02174 
 1.28038       7.02174 
 1.28038       8.02174 
 1.29638       10.0217 
 1.29638       11.0217 
 1.31238       13.0217 
 1.31238       14.0217 
 1.32738       15.0217 
 1.32738       16.0217 
 1.34338       17.0217 
 1.35938       19.0217 
 1.35938       21.0217 
 1.37437       22.0217 
 1.37437       24.0217 
 1.39037       25.0217 
 1.39037       25.0217 
 1.40538       28.0217 
 1.40538       29.0217 
 1.42138       31.0217 
 1.42138       32.0217 
 1.43738       33.0217 
 1.43738       34.0217 
 1.45238       35.0217 
 1.45238       36.0217 
 1.46838       38.0217 
 1.46838       40.0217 
 1.48438       41.0217 
 1.48438       42.0217 
 1.49937       43.0217 
 1.49937       44.0217 
 1.51537       45.0217 
 1.51537       46.0217 
 1.53038       47.0217 
 1.53038       48.0217 
 1.54638       49.0217 
 1.54638       52.0217 
 1.56238       51.0217 
 1.56238       52.0217 
 1.57738       53.0217 
 1.57738       54.0217 
 1.59338       54.0217 
 1.59338       55.0217 
 1.60938       56.0217 
 1.60938       56.0217 
 1.62437       58.0217 
 1.62437       58.0217 
 1.64037       59.0217 
 1.64037       59.0217 
 1.65538       59.0217 
 1.67138       60.0217 
 1.67138       61.0217 
